Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
155,CA-2023-100155,2023-11-08,2023-02-22,,CG-10181,Alice Ray,Corporate,Central,TEC-1521,Furniture,Chairs,Chairs Product 882,,9,0.1,3440.47
156,CA-2023-100156,2023-08-27,2023-12-26,Second Class,CG-10114,Alice Ray,Corporate,South,TEC-1685,Technology,Copiers,Copiers Product 212,456.99,2,0.0,266.78
157,CA-2023-100157,2023-05-13,2023-05-08,Standard Class,CG-10360,Alice Ray,Home Office,,TEC-9789,Technology,Machines,Machines Product 761,1633.73,10,0.0,4907.24
158,CA-2023-100158,2023-02-02,2023-05-15,Same Day,CG-10283,Jane Doe,Home Office,Central,TEC-5082,Office Supplies,Labels,Labels Product 506,1083.72,6,0.4,-683.42
159,CA-2023-100159,2023-03-23,2023-07-12,First Class,CG-10281,Tom Wong,Home Office,South,TEC-9553,Technology,Accessories,Accessories Product 285,1518.79,11,0.0,4974.02
160,CA-2023-100160,2023-08-03,2023-10-02,First Class,CG-10473,Jane Doe,Consumer,South,TEC-7445,Technology,Copiers,Copiers Product 330,1764.09,5,0.3,1.57
161,CA-2023-100161,2023-10-26,2023-10-22,Same Day,CG-10209,John Smith,Corporate,East,TEC-8544,Office Supplies,Art,Art Product 119,717.22,2,0.4,-110.67
162,CA-2023-100162,2023-05-26,2023-04-15,Second Class,CG-10132,Alice Ray,Corporate,South,TEC-2013,Office Supplies,Art,Art Product 326,945.93,7,0.2,
163,CA-2023-100163,2023-01-23,2023-07-04,Second Class,CG-10014,Bob Lee,Consumer,South,TEC-7841,Furniture,Chairs,Chairs Product 154,831.12,6,0.4,-507.0
164,CA-2023-100164,2023-12-28,2023-03-17,First Class,CG-10366,Bob Lee,Corporate,South,TEC-1541,Furniture,Furnishings,Furnishings Product 413,1202.74,2,0.2,216.93
165,CA-2023-100165,2023-07-01,2023-02-20,Second Class,CG-10251,Alice Ray,Home Office,,TEC-2019,Furniture,Chairs,Chairs Product 217,1039.37,4,0.4,-424.38
166,CA-2023-100166,2023-11-15,2023-06-15,Standard Class,CG-10124,Bob Lee,Home Office,East,TEC-4471,Technology,Phones,Phones Product 936,1278.73,1,0.3,-17.72
167,CA-2023-100167,2023-01-27,2023-03-21,First Class,CG-10426,Bob Lee,Corporate,West,TEC-8999,Technology,Copiers,Copiers Product 148,1959.5,13,0.2,2536.79
168,CA-2023-100168,2023-04-07,2023-07-18,First Class,CG-10129,John Smith,Corporate,East,TEC-1685,Technology,Accessories,Accessories Product 927,1414.98,5,0.1,1430.41
169,CA-2023-100169,2023-08-10,2023-06-10,Second Class,CG-10205,Alice Ray,Consumer,East,TEC-6347,Technology,Machines,Machines Product 795,1317.34,4,0.3,-19.08
170,CA-2023-100170,2023-05-04,2023-02-01,First Class,CG-10007,Jane Doe,Home Office,South,TEC-6591,Office Supplies,Binders,Binders Product 754,1813.81,2,0.0,1069.21
171,CA-2023-100171,2023-05-03,2023-07-26,Second Class,CG-10472,John Smith,Home Office,Central,TEC-6976,Office Supplies,Paper,Paper Product 952,1657.46,10,0.0,4980.55
172,CA-2023-100172,2023-04-10,2023-09-07,Standard Class,CG-10289,John Smith,Consumer,East,TEC-8521,Technology,Phones,Phones Product 127,53.85,9,0.4,-48.56
173,CA-2023-100173,2023-06-02,2023-01-10,Second Class,CG-10005,Jane Doe,Corporate,South,TEC-4137,Furniture,Bookcases,Bookcases Product 941,1585.48,9,0.0,4264.24
174,CA-2023-100174,2023-08-15,2023-08-06,Same Day,CG-10059,Jane Doe,Home Office,South,TEC-2854,Furniture,Furnishings,Furnishings Product 660,,3,0.3,1.72
175,CA-2023-100175,2023-08-08,2023-05-15,Standard Class,CG-10116,Alice Ray,Corporate,Central,TEC-8548,Office Supplies,Paper,Paper Product 779,1094.25,4,0.3,2.45
176,CA-2023-100176,2023-09-24,2023-03-08,Same Day,CG-10097,Jane Doe,Home Office,West,TEC-7744,Furniture,Furnishings,Furnishings Product 478,1120.38,10,0.1,2273.25
177,CA-2023-100177,2023-08-28,2023-12-09,Same Day,CG-10485,Tom Wong,Home Office,East,TEC-5654,Furniture,Bookcases,Bookcases Product 337,887.73,3,0.2,268.58
178,CA-2023-100178,2023-02-07,2023-03-13,First Class,CG-10283,Jane Doe,Home Office,South,TEC-7629,Furniture,Tables,Tables Product 319,1394.84,12,0.3,-28.77
179,CA-2023-100179,2023-06-14,2023-06-19,Same Day,CG-10137,Alice Ray,Home Office,West,TEC-8183,Technology,Machines,Machines Product 228,1789.04,8,0.3,-11.01
180,CA-2023-100180,2023-02-04,2023-12-06,Standard Class,CG-10223,Bob Lee,Home Office,South,TEC-9004,Office Supplies,Paper,Paper Product 636,253.64,7,0.4,-158.66
181,CA-2023-100181,2023-03-28,2023-09-20,Standard Class,CG-10434,Bob Lee,Consumer,Central,TEC-6569,Office Supplies,Labels,Labels Product 463,1441.51,4,0.1,1142.73
182,CA-2023-100182,2023-12-28,2023-10-16,,CG-10156,Jane Doe,Corporate,East,TEC-2715,Technology,Phones,Phones Product 645,993.48,8,0.2,769.64
183,CA-2023-100183,2023-01-05,2023-12-11,Standard Class,CG-10271,Bob Lee,Home Office,East,TEC-9915,Technology,Machines,Machines Product 992,1500.16,2,0.0,938.97
184,CA-2023-100184,2023-07-06,2023-09-20,Same Day,CG-10001,Bob Lee,Corporate,East,TEC-6925,Furniture,Tables,Tables Product 242,1375.79,3,0.3,-32.46
185,CA-2023-100185,2023-12-17,2023-07-09,First Class,CG-10252,Tom Wong,Home Office,West,TEC-2138,Office Supplies,Paper,Paper Product 836,1528.68,3,0.4,-448.33
186,CA-2023-100186,2023-02-24,2023-06-14,Same Day,CG-10328,Bob Lee,Home Office,West,TEC-7142,Furniture,Bookcases,Bookcases Product 945,1125.28,11,0.2,1241.4
187,CA-2023-100187,2023-12-20,2023-07-14,First Class,CG-10073,Bob Lee,Home Office,East,TEC-2531,Office Supplies,Binders,Binders Product 886,93.63,1,0.1,29.54
188,CA-2023-100188,2023-04-08,2023-01-09,Same Day,CG-10161,Alice Ray,Consumer,West,TEC-2762,Office Supplies,Binders,Binders Product 433,444.7,14,0.4,-604.88
189,CA-2023-100189,2023-06-09,2023-08-23,Same Day,CG-10477,John Smith,Corporate,South,TEC-6154,Furniture,Chairs,Chairs Product 878,138.34,4,0.3,8.57
190,CA-2023-100190,2023-04-05,2023-03-12,Second Class,CG-10201,Tom Wong,Consumer,South,TEC-5577,Furniture,Tables,Tables Product 827,1047.68,5,0.4,-505.86
191,CA-2023-100191,2023-09-19,2023-10-20,Second Class,CG-10406,Tom Wong,Home Office,West,TEC-4740,Technology,Copiers,Copiers Product 278,1391.96,13,0.3,-1.52
192,CA-2023-100192,2023-03-22,2023-12-02,Same Day,CG-10162,Bob Lee,Home Office,East,TEC-5005,Office Supplies,Binders,Binders Product 361,476.03,12,0.3,17.51
193,CA-2023-100193,2023-03-28,2023-10-01,Second Class,CG-10093,Tom Wong,Consumer,Central,TEC-9333,Furniture,Chairs,Chairs Product 390,730.09,2,0.3,16.13
194,CA-2023-100194,2023-06-17,2023-01-08,First Class,CG-10404,Alice Ray,Consumer,West,TEC-1340,Technology,Copiers,Copiers Product 856,1185.83,8,0.4,-944.54
195,CA-2023-100195,2023-09-17,2023-08-21,First Class,CG-10059,John Smith,Home Office,East,TEC-6823,Technology,Copiers,Copiers Product 878,799.63,14,0.0,3342.86
196,CA-2023-100196,2023-01-08,2023-12-19,Same Day,CG-10072,Tom Wong,Consumer,,TEC-7588,Furniture,Bookcases,Bookcases Product 339,271.66,11,0.4,-302.71
197,CA-2023-100197,2023-07-13,2023-07-17,First Class,CG-10340,Jane Doe,Corporate,West,TEC-6443,Technology,Phones,Phones Product 772,1910.57,10,0.1,3834.9
198,CA-2023-100198,2023-08-20,2023-01-01,Same Day,CG-10378,Bob Lee,Home Office,East,TEC-6889,Office Supplies,Binders,Binders Product 896,193.65,2,0.3,8.39
199,CA-2023-100199,2023-12-03,2023-04-06,First Class,CG-10117,Jane Doe,Consumer,West,TEC-1386,Technology,Accessories,Accessories Product 449,1777.2,2,0.4,-351.31
200,CA-2023-100200,2023-11-01,2023-07-13,First Class,CG-10474,Tom Wong,Consumer,West,TEC-5318,Furniture,Chairs,Chairs Product 378,849.85,9,0.2,780.04
59,CA-2023-100059,2023-11-03,2023-01-06,Standard Class,CG-10010,Tom Wong,Home Office,West,TEC-3219,Technology,Copiers,Copiers Product 997,1225.13,1,0.4,-107.23
41,CA-2023-100041,2023-04-25,2023-02-15,Second Class,CG-10305,John Smith,Consumer,West,TEC-9053,Office Supplies,Paper,Paper Product 358,1850.04,6,0.3,1.95
35,CA-2023-100035,2023-12-14,2023-04-19,Standard Class,CG-10367,Tom Wong,Consumer,Central,TEC-5491,Technology,Accessories,Accessories Product 124,1792.09,13,0.0,6980.93
103,CA-2023-100103,2023-02-15,2023-04-22,First Class,CG-10027,Bob Lee,Consumer,West,TEC-1988,Technology,Machines,Machines Product 120,1709.88,13,0.4,-2243.27
185,CA-2023-100185,2023-12-17,2023-07-09,First Class,CG-10252,Tom Wong,Home Office,West,TEC-2138,Office Supplies,Paper,Paper Product 836,1528.68,3,0.4,-448.33
